customer_id,churn,churn_label,churn_probability,churn_prediction,prediction_label,risk_level,recency,frequency,monetary,avg_basket,n_distinct_products,tenure_days,n_cancellations,cancellation_rate,segment_rfm,kmeans_cluster
15905.0,1,Churné,0.8673887653459861,1,Risque churn,1 - Risque élevé,352,1,114.69,114.69,22,352,0,0.0,Perdus,2
17922.0,1,Churné,0.8724237395228646,1,Risque churn,1 - Risque élevé,352,1,170.4,170.4,8,352,0,0.0,Perdus,2
13297.0,0,Actif,0.49163092487136545,0,Va rester,2 - Risque moyen,194,3,2278.77,759.59,58,351,1,0.3333,Besoin d'Attention,2
17571.0,0,Actif,0.3316369783513638,0,Va rester,3 - Risque faible,86,3,565.19,188.4,95,351,0,0.0,Potentiellement Fidèles,2
15926.0,1,Churné,0.8727710205563064,1,Risque churn,1 - Risque élevé,351,1,134.44,134.44,7,351,0,0.0,Perdus,2
14375.0,0,Actif,0.5375870524121996,1,Risque churn,2 - Risque moyen,259,2,875.31,437.65,128,350,0,0.0,Sur le point de Partir,2
14619.0,1,Churné,0.3754771868971522,0,Va rester,3 - Risque faible,54,2,1291.24,645.62,58,350,1,0.5,Potentiellement Fidèles,2
13608.0,1,Churné,0.8596797835021777,1,Risque churn,1 - Risque élevé,349,1,236.2,236.2,31,349,0,0.0,Perdus,2
14508.0,0,Actif,0.43596375491553646,0,Va rester,2 - Risque moyen,185,3,598.52,199.51,100,349,1,0.3333,Besoin d'Attention,2
16925.0,1,Churné,0.8670841095919447,1,Risque churn,1 - Risque élevé,349,1,125.65,125.65,18,349,0,0.0,Perdus,2
15718.0,1,Churné,0.8644994473183143,1,Risque churn,1 - Risque élevé,349,1,293.79,293.79,18,349,0,0.0,Perdus,2
16815.0,1,Churné,0.5982926512160703,1,Risque churn,2 - Risque moyen,262,2,410.97,205.49,66,345,0,0.0,Sur le point de Partir,2
14509.0,1,Churné,0.86049432055225,1,Risque churn,1 - Risque élevé,343,1,110.95,110.95,25,343,0,0.0,Perdus,2
15779.0,1,Churné,0.6603016910974259,1,Risque churn,2 - Risque moyen,272,2,124.08,62.04,8,341,0,0.0,Sur le point de Partir,2
14058.0,1,Churné,0.6471121303147869,1,Risque churn,2 - Risque moyen,271,2,469.19,234.59,23,339,0,0.0,Sur le point de Partir,2
13861.0,1,Churné,0.5980236656285556,1,Risque churn,2 - Risque moyen,238,2,273.26,136.63,21,339,1,0.5,Sur le point de Partir,2
13123.0,1,Churné,0.646316949295615,1,Risque churn,2 - Risque moyen,281,2,506.75,253.37,36,338,0,0.0,Perdus,2
14208.0,0,Actif,0.8664451207090612,1,Risque churn,1 - Risque élevé,360,1,415.31,415.31,25,360,0,0.0,Perdus,2
14128.0,0,Actif,0.4012200723038294,0,Va rester,2 - Risque moyen,64,2,592.25,296.13,34,360,1,0.5,Potentiellement Fidèles,2
14247.0,1,Churné,0.29444010578421903,0,Va rester,3 - Risque faible,87,5,772.66,154.53,82,360,1,0.2,Champions,0
17009.0,1,Churné,0.8752695956200114,1,Risque churn,1 - Risque élevé,360,1,242.06,242.06,10,360,0,0.0,Perdus,2
15532.0,0,Actif,0.20686115958104087,0,Va rester,3 - Risque faible,167,7,2547.32,363.9,297,358,0,0.0,Fidèles,3
17417.0,1,Churné,0.8721872273252859,1,Risque churn,1 - Risque élevé,357,1,164.18,164.18,16,357,0,0.0,Perdus,2
15842.0,1,Churné,0.5599143714644262,1,Risque churn,2 - Risque moyen,202,2,548.8,274.4,24,336,1,0.5,Sur le point de Partir,2
13649.0,1,Churné,0.25097435929284573,0,Va rester,3 - Risque faible,65,6,1678.88,279.81,97,336,0,0.0,Champions,0
15851.0,1,Churné,0.8629293988481346,1,Risque churn,1 - Risque élevé,335,1,109.73,109.73,8,335,0,0.0,Perdus,2
13125.0,1,Churné,0.8548184583802938,1,Risque churn,1 - Risque élevé,332,1,158.57,158.57,20,332,0,0.0,Perdus,2
14900.0,1,Churné,0.8649576314979142,1,Risque churn,1 - Risque élevé,331,1,13.92,13.92,1,331,0,0.0,Perdus,2
12749.0,0,Actif,0.16963548537291162,0,Va rester,3 - Risque faible,22,5,3665.58,733.12,157,330,5,1.0,Champions,3
16443.0,1,Churné,0.8613792419460469,1,Risque churn,1 - Risque élevé,329,1,162.24,162.24,1,329,0,0.0,Perdus,2
17129.0,1,Churné,0.8629887495104248,1,Risque churn,1 - Risque élevé,329,1,31.85,31.85,2,329,0,0.0,Perdus,2
16650.0,0,Actif,0.5059921788235363,1,Risque churn,2 - Risque moyen,229,6,1397.69,232.95,53,328,0,0.0,En danger,0
18238.0,1,Churné,0.8503771920486587,1,Risque churn,1 - Risque élevé,324,1,270.92,270.92,14,324,0,0.0,Perdus,2
17143.0,1,Churné,0.5462001505613616,1,Risque churn,2 - Risque moyen,226,2,924.11,462.05,82,324,0,0.0,Sur le point de Partir,2
16435.0,1,Churné,0.6025090889001739,1,Risque churn,2 - Risque moyen,321,3,1011.57,337.19,119,323,0,0.0,En danger,0
17408.0,0,Actif,0.6862615059229606,1,Risque churn,2 - Risque moyen,309,2,283.44,141.72,6,323,1,0.5,Perdus,0
18096.0,0,Actif,0.4795861961135948,0,Va rester,2 - Risque moyen,251,3,894.13,298.04,154,322,0,0.0,Sur le point de Partir,0
15530.0,0,Actif,0.36910733391863026,0,Va rester,3 - Risque faible,55,2,864.5,432.25,71,321,0,0.0,Potentiellement Fidèles,2
17541.0,1,Churné,0.8404968178453448,1,Risque churn,1 - Risque élevé,318,1,124.46,124.46,31,318,0,0.0,Perdus,2
14553.0,0,Actif,0.17124539749769224,0,Va rester,3 - Risque faible,27,6,1294.59,215.76,169,318,1,0.1667,Champions,0
17339.0,0,Actif,0.5432742439101361,1,Risque churn,2 - Risque moyen,174,2,179.0,89.5,5,318,1,0.5,Besoin d'Attention,2
16975.0,1,Churné,0.5438729277883513,1,Risque churn,2 - Risque moyen,232,3,926.12,308.71,44,314,2,0.6667,Sur le point de Partir,0
14312.0,0,Actif,0.24603232411758877,0,Va rester,3 - Risque faible,82,8,2072.72,259.09,109,313,0,0.0,Champions,0
13137.0,0,Actif,0.05992975294655079,0,Va rester,3 - Risque faible,61,10,4926.13,492.61,482,311,0,0.0,Champions,3
17494.0,1,Churné,0.849691523996133,1,Risque churn,1 - Risque élevé,310,1,54.7,54.7,3,310,0,0.0,Perdus,2
14833.0,1,Churné,0.8450174745132586,1,Risque churn,1 - Risque élevé,307,1,94.8,94.8,7,307,0,0.0,Perdus,2
14901.0,0,Actif,0.4073403083364856,0,Va rester,2 - Risque moyen,169,6,1365.41,227.57,61,307,1,0.1667,Fidèles,0
16045.0,0,Actif,0.23333931571774258,0,Va rester,3 - Risque faible,54,6,2955.48,492.58,103,307,1,0.1667,Champions,0
14346.0,0,Actif,0.3389418938025842,0,Va rester,3 - Risque faible,106,4,1556.61,389.15,88,306,0,0.0,Fidèles,0
12907.0,1,Churné,0.5528739650911286,1,Risque churn,2 - Risque moyen,204,2,508.91,254.45,23,303,1,0.5,Sur le point de Partir,2
17665.0,1,Churné,0.8267751408040657,1,Risque churn,1 - Risque élevé,302,1,563.1,563.1,19,302,0,0.0,Perdus,2
15363.0,1,Churné,0.5172833587301895,1,Risque churn,2 - Risque moyen,181,2,1004.11,502.06,32,301,1,0.5,Besoin d'Attention,2
13653.0,1,Churné,0.8351149246046289,1,Risque churn,1 - Risque élevé,296,1,152.2,152.2,9,296,0,0.0,Perdus,2
14722.0,0,Actif,0.6246609518489349,1,Risque churn,2 - Risque moyen,286,2,325.45,162.73,53,295,0,0.0,Perdus,0
14700.0,0,Actif,0.2945588406471161,0,Va rester,3 - Risque faible,47,3,1602.51,534.17,76,294,0,0.0,Potentiellement Fidèles,0
18227.0,1,Churné,0.38133627555574495,0,Va rester,3 - Risque faible,26,2,388.75,194.38,6,293,1,0.5,Potentiellement Fidèles,2
14749.0,1,Churné,0.8213287242513093,1,Risque churn,1 - Risque élevé,288,1,310.15,310.15,18,288,0,0.0,Perdus,0
17513.0,0,Actif,0.584645750732296,1,Risque churn,2 - Risque moyen,217,2,645.6,322.8,12,288,0,0.0,Sur le point de Partir,0
17792.0,1,Churné,0.6207133755413967,1,Risque churn,2 - Risque moyen,276,2,370.05,185.03,45,287,0,0.0,Sur le point de Partir,0
17599.0,1,Churné,0.7912563225659763,1,Risque churn,1 - Risque élevé,286,1,52.05,52.05,3,286,2,2.0,Perdus,2
18191.0,1,Churné,0.4259052704184968,0,Va rester,2 - Risque moyen,70,2,529.4,264.7,15,286,0,0.0,Potentiellement Fidèles,2
15322.0,0,Actif,0.7975574307497159,1,Risque churn,1 - Risque élevé,285,1,711.18,711.18,41,285,0,0.0,Perdus,0
14243.0,0,Actif,0.14076215627380012,0,Va rester,3 - Risque faible,54,12,6355.35,529.61,214,285,3,0.25,Champions,3
15683.0,0,Actif,0.817279708418239,1,Risque churn,1 - Risque élevé,282,1,330.79,330.79,16,282,0,0.0,Perdus,0
14187.0,1,Churné,0.825647154026608,1,Risque churn,1 - Risque élevé,282,1,123.5,123.5,8,282,0,0.0,Perdus,0
13452.0,1,Churné,0.3832300559308159,0,Va rester,3 - Risque faible,68,3,729.8,243.27,2,281,0,0.0,Potentiellement Fidèles,0
16375.0,1,Churné,0.6504732827123546,1,Risque churn,2 - Risque moyen,279,2,104.0,52.0,11,279,0,0.0,Sur le point de Partir,0
14499.0,0,Actif,0.26316501246124596,0,Va rester,3 - Risque faible,87,5,1449.67,289.93,119,278,3,0.6,Champions,0
16421.0,1,Churné,0.5041417387155983,1,Risque churn,2 - Risque moyen,185,3,526.27,175.42,35,278,0,0.0,Besoin d'Attention,0
15166.0,1,Churné,0.8179413667865496,1,Risque churn,1 - Risque élevé,276,1,167.16,167.16,12,276,0,0.0,en Hibernation,0
14908.0,0,Actif,0.8198577924437587,1,Risque churn,1 - Risque élevé,272,1,104.1,104.1,5,272,0,0.0,en Hibernation,0
16100.0,1,Churné,0.7905404308402157,1,Risque churn,1 - Risque élevé,271,1,582.64,582.64,37,271,0,0.0,en Hibernation,0
12859.0,1,Churné,0.7969121236545506,1,Risque churn,1 - Risque élevé,267,1,575.1,575.1,21,267,0,0.0,en Hibernation,0
12819.0,1,Churné,0.798844791792242,1,Risque churn,1 - Risque élevé,267,1,540.52,540.52,19,267,0,0.0,en Hibernation,0
16972.0,1,Churné,0.5132728207916873,1,Risque churn,2 - Risque moyen,191,2,786.25,393.12,54,265,0,0.0,Besoin d'Attention,0
14444.0,1,Churné,0.8103201578790143,1,Risque churn,1 - Risque élevé,265,1,132.04,132.04,11,265,0,0.0,en Hibernation,0
15906.0,0,Actif,0.22413767965935819,0,Va rester,3 - Risque faible,28,6,1671.11,278.52,84,259,2,0.3333,Champions,0
17392.0,1,Churné,0.38412614007871243,0,Va rester,3 - Risque faible,115,3,626.56,208.85,66,259,0,0.0,Besoin d'Attention,0
13424.0,1,Churné,0.7526935259485171,1,Risque churn,1 - Risque élevé,258,1,572.77,572.77,40,258,1,1.0,en Hibernation,0
16646.0,1,Churné,0.7576344597797754,1,Risque churn,1 - Risque élevé,258,1,678.8,678.8,29,258,1,1.0,en Hibernation,0
14126.0,1,Churné,0.7825905021299067,1,Risque churn,1 - Risque élevé,253,1,466.33,466.33,28,253,0,0.0,en Hibernation,0
17161.0,1,Churné,0.7577458157344782,1,Risque churn,1 - Risque élevé,253,1,856.01,856.01,52,253,0,0.0,en Hibernation,0
14570.0,1,Churné,0.35940909750920147,0,Va rester,3 - Risque faible,89,3,613.75,204.58,64,252,0,0.0,Potentiellement Fidèles,0
16856.0,0,Actif,0.5840785284393563,1,Risque churn,2 - Risque moyen,226,2,323.09,161.55,15,251,0,0.0,Sur le point de Partir,0
16261.0,0,Actif,0.29965082720368097,0,Va rester,3 - Risque faible,55,3,567.58,189.19,83,251,0,0.0,Potentiellement Fidèles,0
14094.0,1,Churné,0.7478860808411718,1,Risque churn,1 - Risque élevé,248,1,335.22,335.22,41,248,1,1.0,en Hibernation,0
14806.0,0,Actif,0.7976483925138136,1,Risque churn,1 - Risque élevé,248,1,110.04,110.04,9,248,0,0.0,en Hibernation,0
14328.0,1,Churné,0.746444511966568,1,Risque churn,1 - Risque élevé,247,1,445.05,445.05,1,247,2,2.0,en Hibernation,0
14802.0,1,Churné,0.5854396628113683,1,Risque churn,2 - Risque moyen,247,2,1502.98,751.49,1,247,4,2.0,Sur le point de Partir,0
17280.0,1,Churné,0.7983912817633566,1,Risque churn,1 - Risque élevé,247,1,118.86,118.86,6,247,0,0.0,en Hibernation,0
13073.0,1,Churné,0.5718476548200746,1,Risque churn,2 - Risque moyen,220,2,418.08,209.04,25,246,0,0.0,Sur le point de Partir,0
13639.0,0,Actif,0.7844445032014298,1,Risque churn,1 - Risque élevé,245,1,312.93,312.93,19,245,0,0.0,en Hibernation,0
14449.0,0,Actif,0.17829679306318794,0,Va rester,3 - Risque faible,55,6,1977.0,329.5,211,245,0,0.0,Champions,0
16368.0,0,Actif,0.786713009182034,1,Risque churn,1 - Risque élevé,244,1,142.78,142.78,20,244,0,0.0,en Hibernation,0
15736.0,1,Churné,0.5402840597248297,1,Risque churn,2 - Risque moyen,244,2,1815.72,907.86,95,244,1,0.5,Sur le point de Partir,0
13108.0,1,Churné,0.5209405158637183,1,Risque churn,2 - Risque moyen,181,2,1098.52,549.26,27,244,0,0.0,Besoin d'Attention,0
15261.0,0,Actif,0.48389630740206396,0,Va rester,2 - Risque moyen,190,3,1253.18,417.73,70,243,0,0.0,Besoin d'Attention,0
17360.0,0,Actif,0.447165171935083,0,Va rester,2 - Risque moyen,194,3,645.59,215.2,90,243,1,0.3333,Besoin d'Attention,0
15190.0,1,Churné,0.7566293175785206,1,Risque churn,1 - Risque élevé,243,1,834.44,834.44,40,243,0,0.0,en Hibernation,0
18266.0,1,Churné,0.7871421558941676,1,Risque churn,1 - Risque élevé,243,1,251.1,251.1,14,243,0,0.0,en Hibernation,0
18270.0,0,Actif,0.4102169010793751,0,Va rester,2 - Risque moyen,75,2,273.35,136.68,11,241,1,0.5,Potentiellement Fidèles,0
14254.0,1,Churné,0.7716181171775961,1,Risque churn,1 - Risque élevé,241,1,601.03,601.03,23,241,0,0.0,en Hibernation,0
15143.0,1,Churné,0.3638355501506447,0,Va rester,3 - Risque faible,34,2,563.63,281.81,27,241,0,0.0,Potentiellement Fidèles,0
15579.0,0,Actif,0.3195960065754679,0,Va rester,3 - Risque faible,122,4,1153.5,288.38,125,241,2,0.5,Fidèles,0
13441.0,0,Actif,0.7734874651066573,1,Risque churn,1 - Risque élevé,240,1,424.26,424.26,25,240,0,0.0,en Hibernation,0
14350.0,1,Churné,0.34026928556082914,0,Va rester,3 - Risque faible,83,3,972.03,324.01,55,239,1,0.3333,Potentiellement Fidèles,0
13033.0,1,Churné,0.526475061539228,1,Risque churn,2 - Risque moyen,166,2,220.55,110.28,12,238,0,0.0,Besoin d'Attention,0
16437.0,1,Churné,0.5421553237187502,1,Risque churn,2 - Risque moyen,190,2,301.25,150.63,17,238,0,0.0,Besoin d'Attention,0
12903.0,1,Churné,0.7500115291745695,1,Risque churn,1 - Risque élevé,237,1,833.53,833.53,41,237,0,0.0,en Hibernation,0
16980.0,1,Churné,0.300836733754286,0,Va rester,3 - Risque faible,64,3,1473.33,491.11,91,237,0,0.0,Potentiellement Fidèles,0
15931.0,1,Churné,0.781978982994862,1,Risque churn,1 - Risque élevé,237,1,239.9,239.9,14,237,0,0.0,en Hibernation,0
14358.0,1,Churné,0.531190574060902,1,Risque churn,2 - Risque moyen,198,2,400.06,200.03,21,237,1,0.5,Sur le point de Partir,0
15177.0,1,Churné,0.7545377730250646,1,Risque churn,1 - Risque élevé,234,1,948.93,948.93,26,234,0,0.0,en Hibernation,0
14390.0,0,Actif,0.1698827305713712,0,Va rester,3 - Risque faible,20,7,2783.09,397.58,150,234,2,0.2857,Champions,0
17264.0,1,Churné,0.7394610768121413,1,Risque churn,1 - Risque élevé,233,1,279.59,279.59,70,233,0,0.0,en Hibernation,0
14319.0,1,Churné,0.739187004972089,1,Risque churn,1 - Risque élevé,233,1,494.85,494.85,26,233,1,1.0,en Hibernation,0
15208.0,0,Actif,0.5199159494809547,1,Risque churn,2 - Risque moyen,162,2,165.8,82.9,8,232,0,0.0,Besoin d'Attention,0
16263.0,1,Churné,0.7715919196619287,1,Risque churn,1 - Risque élevé,232,1,351.01,351.01,19,232,0,0.0,en Hibernation,0
17944.0,1,Churné,0.7747378148788105,1,Risque churn,1 - Risque élevé,232,1,75.41,75.41,24,232,0,0.0,en Hibernation,0
13395.0,0,Actif,0.5182086343545157,1,Risque churn,2 - Risque moyen,209,2,872.51,436.25,56,230,0,0.0,Sur le point de Partir,0
14975.0,0,Actif,0.7759886705926172,1,Risque churn,1 - Risque élevé,230,1,192.45,192.45,15,230,0,0.0,en Hibernation,0
17202.0,1,Churné,0.7802704223984259,1,Risque churn,1 - Risque élevé,229,1,160.65,160.65,8,229,0,0.0,en Hibernation,0
13387.0,1,Churné,0.7338067924763194,1,Risque churn,1 - Risque élevé,226,1,189.44,189.44,71,226,0,0.0,en Hibernation,0
13981.0,1,Churné,0.7369507962470339,1,Risque churn,1 - Risque élevé,224,1,331.14,331.14,22,224,1,1.0,en Hibernation,0
15608.0,0,Actif,0.737524544749251,1,Risque churn,1 - Risque élevé,224,1,692.3,692.3,45,224,0,0.0,en Hibernation,0
15377.0,1,Churné,0.49620014349692393,0,Va rester,2 - Risque moyen,191,4,1211.75,302.94,15,224,1,0.25,Fidèles,0
15501.0,1,Churné,0.5182447097669919,1,Risque churn,2 - Risque moyen,213,2,402.5,201.25,64,224,0,0.0,Sur le point de Partir,0
16590.0,1,Churné,0.5281299258152686,1,Risque churn,2 - Risque moyen,209,2,605.9,302.95,26,223,1,0.5,Sur le point de Partir,0
12899.0,1,Churné,0.7630207304031557,1,Risque churn,1 - Risque élevé,222,1,366.4,366.4,17,222,0,0.0,en Hibernation,0
17843.0,1,Churné,0.41679824351578654,0,Va rester,2 - Risque moyen,112,2,326.23,163.12,58,220,0,0.0,Besoin d'Attention,0
13574.0,1,Churné,0.7115994290727814,1,Risque churn,1 - Risque élevé,220,1,421.25,421.25,84,220,0,0.0,en Hibernation,0
13898.0,1,Churné,0.4597871442167656,0,Va rester,2 - Risque moyen,134,2,686.4,343.2,43,220,0,0.0,Besoin d'Attention,0
17981.0,1,Churné,0.7631696952307099,1,Risque churn,1 - Risque élevé,219,1,239.12,239.12,17,219,0,0.0,en Hibernation,0
13274.0,1,Churné,0.7579153579823245,1,Risque churn,1 - Risque élevé,218,1,360.85,360.85,19,218,0,0.0,en Hibernation,0
13669.0,0,Actif,0.7693092642792482,1,Risque churn,1 - Risque élevé,216,1,195.0,195.0,5,216,0,0.0,en Hibernation,0
16265.0,0,Actif,0.20375425558987306,0,Va rester,3 - Risque faible,69,8,4363.31,545.41,147,216,3,0.375,Champions,3
14834.0,0,Actif,0.36290701296434535,0,Va rester,3 - Risque faible,49,2,729.55,364.78,28,216,1,0.5,Potentiellement Fidèles,0
16635.0,1,Churné,0.7480433928819223,1,Risque churn,1 - Risque élevé,215,1,473.0,473.0,25,215,0,0.0,en Hibernation,0
14213.0,1,Churné,0.7151485981486984,1,Risque churn,1 - Risque élevé,213,1,1192.2,1192.2,5,213,1,1.0,en Hibernation,0
16724.0,1,Churné,0.7595561821926525,1,Risque churn,1 - Risque élevé,213,1,147.35,147.35,17,213,0,0.0,en Hibernation,0
15458.0,0,Actif,0.7635412298781477,1,Risque churn,1 - Risque élevé,211,1,208.8,208.8,6,211,0,0.0,en Hibernation,0
15915.0,1,Churné,0.6837220998208493,1,Risque churn,2 - Risque moyen,210,1,429.21,429.21,105,210,0,0.0,en Hibernation,0
17420.0,0,Actif,0.48019792278760703,0,Va rester,2 - Risque moyen,182,4,616.45,154.11,24,210,2,0.5,Fidèles,0
13034.0,0,Actif,0.5269552555332381,1,Risque churn,2 - Risque moyen,178,2,445.77,222.89,16,210,0,0.0,Besoin d'Attention,0
16050.0,0,Actif,0.544832544793315,1,Risque churn,2 - Risque moyen,192,2,162.8,81.4,9,210,0,0.0,Besoin d'Attention,0
16876.0,1,Churné,0.7485397457640415,1,Risque churn,1 - Risque élevé,212,1,136.01,136.01,32,212,0,0.0,en Hibernation,0
12914.0,1,Churné,0.7592175155829466,1,Risque churn,1 - Risque élevé,209,1,223.98,223.98,9,209,0,0.0,en Hibernation,0
15560.0,1,Churné,0.560278629420074,1,Risque churn,2 - Risque moyen,206,2,153.52,76.76,10,206,0,0.0,Sur le point de Partir,0
18083.0,1,Churné,0.7310012190910501,1,Risque churn,1 - Risque élevé,206,1,470.73,470.73,36,206,0,0.0,en Hibernation,0
16420.0,1,Churné,0.7636297850736574,1,Risque churn,1 - Risque élevé,205,1,75.0,75.0,2,205,0,0.0,en Hibernation,0
13738.0,1,Churné,0.6911856636110311,1,Risque churn,2 - Risque moyen,205,1,440.93,440.93,88,205,0,0.0,en Hibernation,0
18098.0,1,Churné,0.6904537550447276,1,Risque churn,2 - Risque moyen,205,1,550.84,550.84,85,205,0,0.0,en Hibernation,0
15635.0,1,Churné,0.7620572880267135,1,Risque churn,1 - Risque élevé,204,1,100.35,100.35,2,204,0,0.0,en Hibernation,0
17983.0,1,Churné,0.7458789145253215,1,Risque churn,1 - Risque élevé,204,1,171.71,171.71,23,204,0,0.0,en Hibernation,0
17878.0,0,Actif,0.5383814556653662,1,Risque churn,2 - Risque moyen,204,2,1032.88,516.44,56,204,0,0.0,Sur le point de Partir,0
14899.0,1,Churné,0.6305714663190226,1,Risque churn,2 - Risque moyen,204,1,1384.88,1384.88,126,204,0,0.0,en Hibernation,0
12927.0,1,Churné,0.7525918553899458,1,Risque churn,1 - Risque élevé,203,1,197.31,197.31,11,203,0,0.0,en Hibernation,0
13915.0,1,Churné,0.7362586368028099,1,Risque churn,1 - Risque élevé,203,1,70.8,70.8,2,203,1,1.0,en Hibernation,0
15368.0,0,Actif,0.7554756246012657,1,Risque churn,1 - Risque élevé,203,1,275.8,275.8,4,203,0,0.0,en Hibernation,0
15468.0,0,Actif,0.6368920590426308,1,Risque churn,2 - Risque moyen,201,1,962.97,962.97,56,201,2,2.0,en Hibernation,0
14559.0,1,Churné,0.7577851541633182,1,Risque churn,1 - Risque élevé,199,1,75.6,75.6,2,199,0,0.0,en Hibernation,0
15726.0,1,Churné,0.7369527169869136,1,Risque churn,1 - Risque élevé,199,1,321.91,321.91,23,199,0,0.0,en Hibernation,0
17992.0,1,Churné,0.7185937189203507,1,Risque churn,1 - Risque élevé,198,1,254.13,254.13,49,198,0,0.0,en Hibernation,0
13862.0,0,Actif,0.27133584177021797,0,Va rester,3 - Risque faible,41,4,1199.04,299.76,67,198,1,0.25,Champions,0
16602.0,0,Actif,0.6907299050463481,1,Risque churn,2 - Risque moyen,197,1,235.25,235.25,11,197,2,2.0,en Hibernation,0
15811.0,0,Actif,0.17927638271333887,0,Va rester,3 - Risque faible,14,5,2966.74,593.35,161,197,2,0.4,Champions,0
18195.0,1,Churné,0.7521411061781161,1,Risque churn,1 - Risque élevé,196,1,101.16,101.16,5,196,0,0.0,en Hibernation,0
14446.0,0,Actif,0.3056343441706192,0,Va rester,3 - Risque faible,55,2,504.77,252.39,113,195,0,0.0,Potentiellement Fidèles,0
16973.0,1,Churné,0.7498106728115358,1,Risque churn,1 - Risque élevé,195,1,127.0,127.0,6,195,0,0.0,Prometteurs,0
17089.0,1,Churné,0.7511622060176495,1,Risque churn,1 - Risque élevé,195,1,128.45,128.45,4,195,0,0.0,Prometteurs,0
16367.0,0,Actif,0.4223328983541778,0,Va rester,2 - Risque moyen,171,2,728.82,364.41,119,192,0,0.0,Besoin d'Attention,0
17275.0,1,Churné,0.7350230850691191,1,Risque churn,1 - Risque élevé,192,1,114.52,114.52,23,192,0,0.0,Prometteurs,0
18210.0,0,Actif,0.40878598314477976,0,Va rester,2 - Risque moyen,76,2,289.85,144.92,14,191,0,0.0,Potentiellement Fidèles,0
16765.0,1,Churné,0.4159036193692123,0,Va rester,2 - Risque moyen,103,2,454.75,227.37,52,191,0,0.0,Besoin d'Attention,0
15986.0,0,Actif,0.7397255698700355,1,Risque churn,1 - Risque élevé,190,1,186.3,186.3,11,190,0,0.0,Prometteurs,0
14252.0,1,Churné,0.7362288821153351,1,Risque churn,1 - Risque élevé,190,1,350.99,350.99,10,190,0,0.0,Prometteurs,0
17766.0,1,Churné,0.5320638155455703,1,Risque churn,2 - Risque moyen,190,2,299.61,149.81,21,190,0,0.0,Besoin d'Attention,0
17744.0,0,Actif,0.2784760204929287,0,Va rester,3 - Risque faible,59,5,1615.7,323.14,63,189,1,0.2,Champions,0
15902.0,1,Churné,0.7347259448682015,1,Risque churn,1 - Risque élevé,189,1,145.01,145.01,18,189,0,0.0,Prometteurs,0
14487.0,0,Actif,0.48692346475104015,0,Va rester,2 - Risque moyen,177,2,382.38,191.19,32,188,1,0.5,Besoin d'Attention,0
15495.0,1,Churné,0.7295931857665454,1,Risque churn,1 - Risque élevé,188,1,246.5,246.5,20,188,0,0.0,Prometteurs,0
13626.0,1,Churné,0.3529222056769186,0,Va rester,3 - Risque faible,61,2,707.04,353.52,44,188,1,0.5,Potentiellement Fidèles,0
14627.0,1,Churné,0.6589699109723097,1,Risque churn,2 - Risque moyen,188,1,462.75,462.75,29,188,2,2.0,Prometteurs,0
17556.0,1,Churné,0.34652305517737597,0,Va rester,3 - Risque faible,14,2,300.67,150.34,13,188,0,0.0,Potentiellement Fidèles,0
18031.0,1,Churné,0.7008317488202515,1,Risque churn,1 - Risque élevé,187,1,462.1,462.1,49,187,0,0.0,Prometteurs,0
17607.0,1,Churné,0.7226379080199271,1,Risque churn,1 - Risque élevé,185,1,333.81,333.81,22,185,0,0.0,Prometteurs,0
16893.0,1,Churné,0.4573666575813843,0,Va rester,2 - Risque moyen,175,2,401.77,200.89,80,185,0,0.0,Besoin d'Attention,0
15540.0,1,Churné,0.7282790804505747,1,Risque churn,1 - Risque élevé,184,1,247.38,247.38,16,184,0,0.0,Prometteurs,0
15828.0,1,Churné,0.6586018943436794,1,Risque churn,2 - Risque moyen,184,1,1108.82,1108.82,74,184,0,0.0,Prometteurs,0
17223.0,1,Churné,0.39515934144191933,0,Va rester,3 - Risque faible,119,3,873.53,291.18,62,184,0,0.0,Besoin d'Attention,0
16244.0,1,Churné,0.31570602436965434,0,Va rester,3 - Risque faible,20,2,2579.38,1289.69,88,181,0,0.0,Potentiellement Fidèles,0
14775.0,0,Actif,0.7068697107114702,1,Risque churn,1 - Risque élevé,181,1,813.12,813.12,20,181,0,0.0,Prometteurs,0
13011.0,1,Churné,0.7383494794311631,1,Risque churn,1 - Risque élevé,181,1,101.1,101.1,3,181,0,0.0,Prometteurs,0
14576.0,1,Churné,0.7405493086820554,1,Risque churn,1 - Risque élevé,181,1,70.8,70.8,1,181,0,0.0,Prometteurs,0
18156.0,0,Actif,0.6912735026019698,1,Risque churn,2 - Risque moyen,178,1,412.46,412.46,50,178,0,0.0,Prometteurs,0
17674.0,0,Actif,0.7150907959995884,1,Risque churn,1 - Risque élevé,177,1,601.32,601.32,11,177,0,0.0,Prometteurs,0
14448.0,1,Churné,0.7188906479559888,1,Risque churn,1 - Risque élevé,173,1,102.35,102.35,18,173,0,0.0,Prometteurs,0
16927.0,0,Actif,0.4238923294353144,0,Va rester,2 - Risque moyen,85,2,341.45,170.73,5,170,0,0.0,Potentiellement Fidèles,0
17551.0,1,Churné,0.6915598696390907,1,Risque churn,2 - Risque moyen,168,1,306.84,306.84,39,168,0,0.0,Prometteurs,0
14373.0,1,Churné,0.7235650440297986,1,Risque churn,1 - Risque élevé,167,1,76.55,76.55,4,167,0,0.0,Prometteurs,0
